RunID,Evaluations,Current_Fitness,Best_Fitness,Temperature,Operator
15,970002,2369.71,846.041,57.9851,2OPT
15,970102,2556.96,846.041,57.4081,ROUTE_MERGE
15,970202,2316.1,846.041,56.8368,2OPT
15,970302,2293.08,846.041,56.2713,2OPT
15,970402,2511.77,846.041,55.7113,GLOBAL_SWAP
15,970502,2448.63,846.041,55.157,ROUTE_MERGE
15,970602,2326.49,846.041,54.6081,ROUTE_MERGE
15,970702,2592.18,846.041,54.0647,LOCAL_SWAP
15,970802,2364.32,846.041,53.5268,REMOVE
15,970902,2385.29,846.041,52.9941,INSERT
15,971002,2272.4,846.041,52.4668,2OPT
15,971102,2775.87,846.041,51.9447,ROUTE_MERGE
15,971202,2410.82,846.041,51.4278,ROUTE_MERGE
15,971302,2735.07,846.041,50.9161,INSERT
15,971402,2383.79,846.041,50.4094,INSERT
15,971502,2564.39,846.041,49.9078,ROUTE_MERGE
15,971602,2380.95,846.041,49.4112,2OPT
15,971702,2582.54,846.041,48.9195,INSERT
15,971802,2514.21,846.041,48.4328,2OPT
15,971902,2398.54,846.041,47.9508,INSERT
15,972002,2467.11,846.041,47.4737,LOCAL_SWAP
15,972102,2394.44,846.041,47.0013,INSERT
15,972202,2530.4,846.041,46.5336,INSERT
15,972302,2621.96,846.041,46.0706,ROUTE_MERGE
15,972402,2480.14,846.041,45.6121,2OPT
15,972502,2551.35,846.041,45.1583,INSERT
15,972602,2419.99,846.041,44.7089,ROUTE_MERGE
15,972702,2484.03,846.041,44.264,INSERT
15,972802,2424.78,846.041,43.8236,LOCAL_SWAP
15,972902,2471.2,846.041,43.3875,INSERT
